DATE,PROJECT_ID,TITLE,BOROUGH,LEVEL_OF_REVIEW,AGENCY,CERTIFICATE_NUMBER,PUBLIC_PRIVATE,ACTION,PROJECT_TYPE
04/15/2019,21059,"Installation of a soccer sealcoat field, Moore Playground, adjacent to P.S. 133, East 130th Street, Madison Avenue, and East 131st Street, Manhattan",Manhattan,Preliminary and Final,DPR,27034,Public,Calendared for Consent,Landscape architecture
04/15/2019,21060,"Installation of signage, Citi Field, 41 Seaver Way (120-01 Roosevelt Avenue,) Corona, Queens",Queens,Preliminary and Final,DPR,27035,Public and Private,Calendared for Consent,Signage
04/15/2019,21063,"Installation of fuel tank access hatches, DCA Central Testing Station, 245 Meserole Avenue, Brooklyn",Brooklyn,Preliminary and Final,DDC,27006,Public,Calendared for Consent,Building systems & Modifications
04/15/2019,21064,"Installation of a fuel tank access hatch and ventilation equipment, Engine Company 214, 495 Hancock Street, Brooklyn",Brooklyn,Preliminary and Final,DDC,27008,Public,Calendared for Consent,Building systems & Modifications
04/15/2019,21065,"Installation of a fuel tank access hatch, Engine Company 24/Ladder Company 5, 227 Sixth Avenue, Manhattan",Manhattan,Preliminary and Final,DDC,27009,Public,Calendared for Consent,Building systems & Modifications
04/15/2019,21066,"Construction of an addition, Bronx High School of Science, 75 West 205th Street, Bronx",Bronx,Preliminary and Final,DOE,27014,Public,Calendared for Consent,Architecture
04/15/2019,21067,"Rehabilitation of a comfort station and adjacent site work, Cadman Plaza Park, Tillary Street and Cadman Plaza East, Brooklyn",Brooklyn,Preliminary,DPR,27028,Public,Calendared for Consent,Architecture
04/15/2019,21068,"Rehabilitation of a comfort station, Havemeyer Playground, Watson Avenue, Havemeyer Avenue, and East 177th Street, Bronx",Bronx,Preliminary,DPR,27029,Public,Calendared for Consent,Architecture
04/15/2019,21069,"Rehabilitation of a comfort station, Marlboro Playground, West 11th Street and Avenue W, Brooklyn",Brooklyn,Preliminary,DPR,27030,Public,Calendared for Consent,Architecture
04/15/2019,21070,"Reconstruction of the playground, Nathan Weidenbaum (Little Bush) Playground, south of Laurel Hill Boulevard between 63rd Street and 64th Street, Woodside, Queens",Queens,Final,DPR,27037,Public,Calendared for Consent,Landscape architecture
04/15/2019,21076,"Installation of Along Woodhaven Boulevard by Priscila de Carvalho, Woodhaven Boulevard at the intersection of 101st Avenue and Rockaway Boulevard, Queens",Queens,Preliminary,DCLA%,27004,Public,Calendared for Consent,Artwork
04/15/2019,21077,"Installation of Woodhaven in Motion by Robert Hickman, Woodhaven Boulevard at the intersection of Jamaica Avenue and 91st Street, Queens",Queens,Preliminary,DCLA%,27005,Public,Calendared for Consent,Artwork
04/15/2019,21078,"Reconstruction of two Route 28A bridges over Esopus Creek and the former Ulster and Delaware Railroad corridor, Olive, Ulster County",Upstate,Final,DEP,27012,Public,Calendared for Consent,Bridge
04/15/2019,21079,"Installation of a shade structure, Beach 59th Street Playground, Rockaway Beach, Shore Front Parkway between Beach 59th Street and Beach 60th Street, Arverne, Queens",Queens,Preliminary,DPR,27018,Public,Calendared for Consent,Architecture
04/15/2019,21080,"Installation of a shade structure, Beach 98th Street Playground, Rockaway Beach, Shore Front Parkway between Beach 98th Street and Beach 101st Street, Rockaway Park, Queens",Queens,Preliminary,DPR,27019,Public,Calendared for Consent,Architecture
04/15/2019,21081,"Installation of a shade structure, Rockaway Beach, Shore Front Parkway between Beach 101st Street and Beach 102nd Street, Arverne and Rockaway Park, Queens",Queens,Preliminary,DPR,27020,Public,Calendared for Consent,Architecture
04/15/2019,21082,"Installation of a shade structure, Rockaway Beach, Shore Front Parkway between Beach 77th Street and Beach 81st Street, Arverne, Queens",Queens,Preliminary,DPR,27021,Public,Calendared for Consent,Architecture
04/15/2019,21083,"Installation of a shade structure and adult fitness equipment, Harmony Playground, Prospect Park West between 9th Street and 11th Street, Prospect Park, Brooklyn",Brooklyn,Preliminary,DPR,27022,Public,Calendared for Consent,Architecture
04/15/2019,21084,"Installation of Dr. Sun Yat-sen (2011) by Lu Chun-Hsiung, Columbus Park, Worth Street, Baxter Street, Mulberry Street, and Bayard Street, Manhattan",Manhattan,Preliminary,DPR,27023,Public,Calendared for Consent,Artwork
04/15/2019,21085,"Reconstruction of a pedestal, William Henry Seward (1876) by Randolph Rogers, Madison Square Park, Fifth Avenue and East 23rd Street, Manhattan",Manhattan,Preliminary,DPR,27024,Public,Calendared for Consent,Artwork
04/15/2019,21086,"Construction of a comfort station, M. Fidler Wyckoff House Park, 5914 Clarendon Road, Brooklyn",Brooklyn,Final,DPR,27036,Public,Calendared for Consent,Architecture
04/15/2019,21087,"Temporary storage of Abstraction (1942) by Joseph Rugolo, Naglee Fine Arts, 1525 Grand Central Avenue, Elmira, Chemung County",Upstate,Preliminary and Final,EDC,27038,Public and Private,Calendared for Consent,Artwork
04/15/2019,21089,"Installation of rooftop mechanical equipment and a door, Building 12B, Second Street between Morris Avenue and Chauncey Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn",Brooklyn,Preliminary and Final,BNYDC,27001,Private,Calendared for Consent,Building systems & Modifications
04/15/2019,21090,"Conversion of Building 20 into a light-industrial building, Morris Avenue, Third Street, Dock Avenue, and Fourth Street, Brooklyn Navy Yard Industrial Park, Brooklyn",Brooklyn,Final,BNYDC,27002,Private,Calendared for Consent,Architecture
04/15/2019,21091,"Installation of rooftop mechanical equipment, Clarendon Branch Library, 2035 Nostrand Avenue, Brooklyn",Brooklyn,Preliminary and Final,DDC,27007,Public,Calendared for Consent,Building systems & Modifications
04/15/2019,21092,"Construction of a dechlorination facility, Oakwood Beach Water Pollution Control Plant, 751 Mill Road, Staten Island",Staten Island,Preliminary and Final,DEP,27010,Public,Calendared for Consent,Architecture
04/15/2019,21093,"Construction of an ADA ramp, M.S. 72, 133-25 Guy R Brewer Boulevard, Jamaica, Queens",Queens,Preliminary and Final,DOE,27013,Public,Calendared for Consent,Building systems & Modifications
04/15/2019,21094,"Installation of signage, Midwood High School, 2839 Bedford Avenue, Brooklyn",Brooklyn,Preliminary and Final,DOE,27015,Public,Calendared for Consent,Signage
04/15/2019,21095,"Installation of signage, P.S. 177, 346 Avenue P, Brooklyn",Brooklyn,Preliminary and Final,DOE,27016,Public,Calendared for Consent,Signage
04/15/2019,21096,"Installation of a shade pavilion with rooftop photovoltaic panels, La Plaza Cultural de Armando Perez Community Garden, 143 Avenue C, Manhattan",Manhattan,Preliminary and Final,DPR,27032,Public,Calendared for Consent,Architecture
04/15/2019,21099,"Installation of interim flood protection measures, East River Waterfront from Wall Street to Catherine Slip, Manhattan",Manhattan,Preliminary and Final,EM,27039,Public,Calendared for Consent,Landscape architecture
05/20/2019,20585,"Repair of plazas, One Police Plaza, Park Row, Pearl Street, Madison Street, and Avenue of the Finest, Manhattan",Manhattan,Preliminary and Final,DDC,27043,Public,Calendared for Consent,Landscape architecture
05/20/2019,20875,"Construction of a pedestrian bridge over Furman Street between Squibb Park and Brooklyn Bridge Park, Brooklyn",Brooklyn,Preliminary and Final,DPR,27060,Public,Calendared for Consent,Bridge
05/20/2019,21022,"Reconstruction of Morton Playground, Morton Place between University Avenue and Harrison Avenue, Bronx",Bronx,Preliminary,DPR,27050,Public,Calendared for Consent,Landscape architecture
05/20/2019,21121,"Installation of rooftop mechanical equipment, louvers, and doors, Bellevue Men's Shelter, 400 East 30th Street, Manhattan",Manhattan,Final,DDC,27041,Public,Calendared for Consent,Building systems & Modifications
05/20/2019,21122,"Installation of streetscape improvements, Beach 108th Street between Beach Channel Drive and Shore Front Parkway, Rockaway Park, Queens",Queens,Final,DDC,27042,Public,Calendared for Consent,Landscape architecture
05/20/2019,21123,"Reconstruction of a play area, Mellett Playground, Avenue V between East 13th Street and East 14th Street, Brooklyn",Brooklyn,Final,DPR,27057,Public,Calendared for Consent,Landscape architecture
05/20/2019,21124,"Rehabilitation of a comfort station, Bayside Playground, Seaside Avenue and Beach Channel Drive, Rockaway Park, Queens",Queens,Final,DPR,27058,Public,Calendared for Consent,Architecture
05/20/2019,21125,"Rehabilitation of the Orchard Beach Nature Center and adjacent site work, Orchard Beach, Pelham Bay Park, Bronx",Bronx,Final,DPR,27059,Public,Calendared for Consent,Building systems & Modifications
05/20/2019,21126,"Construction of the Charleston Branch Library of the New York Public Library and adjacent site work, Tyrellan Avenue and Bricktown Way, Staten Island",Staten Island,Final,EDC,27065,Public,Calendared for Consent,Architecture
05/20/2019,21129,"Reconstruction of a portion of Osborn Playground, Osborn Street between Hegeman Avenue and Linden Boulevard, Brooklyn",Brooklyn,Preliminary,DPR,27049,Public,Calendared for Consent,Landscape architecture
05/20/2019,21130,"Reconstruction of Redfern Playground, Redfern Avenue west of Beach 12th Street, Far Rockaway, Queens",Queens,Preliminary,DPR,27051,Public,Calendared for Consent,Landscape architecture
05/20/2019,21131,"Reconstruction of the shoreline, Underhill Avenue, Harding Park, and the Bronx River, Bronx",Bronx,Preliminary,DPR,27052,Public,Calendared for Consent,Landscape architecture
05/20/2019,21132,"Reconstruction of William E. Sheridan Playground, adjacent to P.S. 84, Wythe Avenue between Grand Street and South 1st Street, Brooklyn",Brooklyn,Preliminary,DPR,27053,Public,Calendared for Consent,Landscape architecture
05/20/2019,21133,"Reconstruction of the landscape surrounding the Tennis House, Prospect Park, near Prospect Park West, between 8th Street and 9th Street, Brooklyn",Brooklyn,Preliminary,DPR,27062,Public,Calendared for Consent,Landscape architecture
05/20/2019,21134,"Installation of Diatom Walk by Stacy Levy, East Midtown Greenway, East River between East 53rd Street and East 61st Street, Manhattan",Manhattan,Preliminary,EDC,27064,Public,Calendared for Consent,Artwork
05/20/2019,21139,"Installation of a prototypical newsstand, 2374 Grand Concourse, northeast corner of Grand Concourse and East 184th Street, Bronx",Bronx,Preliminary and Final,DCA,27040,Private,Calendared for Consent,Newsstand
05/20/2019,21140,"Stabilization of the north shoreline, Rikers Island, Bronx",Bronx,Preliminary and Final,DOC,27044,Public,Calendared for Consent,Landscape architecture
05/20/2019,21141,"Installation of a distinctive sidewalk, including bollards, Phase III, Manhattan West, 424 West 33rd Street, Manhattan",Manhattan,Preliminary and Final,DOT,27045,Public,Calendared for Consent,Landscape architecture
05/20/2019,21142,"Installation of a prototypical neighborhood wayfinding (WalkNYC) sign, Columbus Park, Cadman Plaza West, and Montague Street, Brooklyn",Brooklyn,Preliminary and Final,DOT,27046,Public,Calendared for Consent,Signage
05/20/2019,21143,"Installation of benches and planters, Manhattan West, 450 West 33rd Street, West 31st Street, 10th Avenue, and West 33rd Street, Manhattan",Manhattan,Preliminary and Final,DOT,27047,Public,Calendared for Consent,Street furniture
05/20/2019,21144,"Installation of fenced-in planted areas, 40 East End Avenue, Manhattan",Manhattan,Preliminary and Final,DOT,27048,Private,Calendared for Consent,Building systems & Modifications
05/20/2019,21145,"Construction of a field house and adjacent site work (Sportime), One Randall's Island, Manhattan",Manhattan,Preliminary and Final,DPR,27054,Public and Private,Calendared for Consent,Architecture
05/20/2019,21147,"Installation of a soccer sealcoat field, People’s Park, 141st Street, Brook Avenue, 142nd Street, and St. Ann’s Avenue, Bronx",Bronx,Preliminary and Final,DPR,27056,Public,Calendared for Consent,Landscape architecture
05/20/2019,21148,"Installation of a fence and paved area, Intrepid Sea, Air & Space Museum Visitors Center, Hudson River Park, Pier 86, 12th Avenue at 46th Street, Manhattan",Manhattan,Preliminary and Final,DPR,27061,Public,Calendared for Consent,Landscape architecture
05/20/2019,21149,"Installation of antennas, Downtown Manhattan Heliport, Pier 6, 20 South Street, Manhattan",Manhattan,Preliminary and Final,EDC,27063,Public,Calendared for Consent,Building systems & Modifications
05/20/2019,21150,"Installation of an interim prefabricated tensile membrane structure, Fresh Kills Park, between Muldoon Avenue, West Shore Expressway, and the Fresh Kills Inlet, Staten Island",Staten Island,Preliminary and Final,EDC,27066,Public,Calendared for Consent,Architecture
06/17/2019,20869,"Construction of Box Street Park, including a prototypical comfort station, Commercial Street, Box Street, and Newtown Creek, Brooklyn",Brooklyn,Preliminary,EDC,27095,Public,Calendared for Consent,Landscape architecture
06/17/2019,20959,"Construction of streetscape improvements, including reconstruction of an entrance at Our Lady of Lourdes Church and Corporal Allan F. Kivlehan Park, between Milton Avenue, New Dorp Lane, Cedar Grove Avenue, Ebbits Street, and Hetts Avenue, Staten Island",Staten Island,Preliminary and Final,DDC,27071,Public,Calendared for Consent,Landscape architecture
06/17/2019,21053,"Construction of a performance space and shade structure, Rockaway Beach, Shore Front Parkway between Beach 94th Street and Beach 95th Street, Far Rockaway, Queens",Queens,Preliminary,DPR,27079,Public,Calendared for Consent,Landscape architecture
06/17/2019,21074,"Construction of balconies, 293 Broome Street, Manhattan",Manhattan,Preliminary and Final,DOT,27076,Private,Calendared for Consent,Architecture
06/17/2019,21088,"Design of a wayfinding and environmental graphics system, Brooklyn Navy Yard Industrial Park, Brooklyn",Brooklyn,Preliminary,BNYDC,27067,Public and Private,Calendared for Consent,Signage
06/17/2019,21103,"Installation of a marker commemorating the location of DeWitt Clinton's summer house, 56th Terrace and Maspeth Avenue, Ridgewood, Queens",Queens,Preliminary and Final,DOT,27077,Public,Calendared for Consent,Signage
06/17/2019,21127,"Construction of the East Midtown Greenway, including reconstruction of Sutton Place Park and construction of a pedestrian bridge at East 54th Street, East River between East 53rd Street and East 61st Street, Manhattan",Manhattan,Final,EDC,27100,Public,Calendared for Consent,Landscape architecture
06/17/2019,21128,"Construction of a mixed-use development, Beach 21st Street, Mott Avenue, and Beach 22nd Street, Far Rockaway, Queens",Queens,Final,EDC,27101,Public and Private,Calendared for Consent,Architecture
